ProjectTitle,TissueType,Tissue,ComparisonName,Gene,HumanGene,log2FoldChange,padj,OR,-log10P,enrichment_score
"OSD-194: RR-3, retina",eye,retina,Spaceflight vs GroundControl,Bcan,BCAN,-0.2113282383,0.7781753113,0.8637416487,0.1089225519,0.1750998127
"OSD-161: RR-3, adrenal gland",gland,adrenal gland,GroundControl vs BasalControl,Robo1,ROBO1,-0.2106574967,0.0644348726,0.8641433152,1.190879026,2.108434134
"OSD-457: JAXA, liver",liver,liver,Wildtype Spaceflight vs Wildtype GroundControl,Adamts15,ADAMTS15,-0.2087091616,0.9797205155,0.8653111144,0.00889779765,0.1374768452
"OSD-47: RR-1, liver",liver,liver,Spaceflight vs BasalControl,Adamts15,ADAMTS15,-0.2080034368,0.881651603,0.8657345032,0.05470299851,0.1522886097
"OSD-102: RR-1, kidney",kidney,kidney,Spaceflight vs GroundControl,Robo1,ROBO1,-0.2070182567,0.4055507287,0.8663258933,0.3919548139,0.3296113093
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnISS) (Age 29wk),Adamts15,ADAMTS15,-0.2046503832,0.6226263269,0.8677489484,0.2057725197,0.2124083834
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk),Bcan,BCAN,-0.2028835696,0.9031658284,0.8688122985,0.04423250247,0.1452531721
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 29wk),Cdon,CDON,-0.2016992744,0.6248698104,0.8695257913,0.2042104571,0.2088022281
"OSD-401: RR-5, muscle, gastrocnemius",muscle,"muscle, gastrocnemius",Spaceflight vs GroundControl,Cdon,CDON,-0.2000924371,0.6222908614,0.8704947867,0.2060065768,0.2081104212
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Bcan,BCAN,-0.1978830731,0.9288410513,0.8718288963,0.03205859864,0.1379903521
"OSD-137: RR-3, liver",liver,liver,GroundControl vs BasalControl,Cdon,CDON,-0.1970717198,0.620317123,0.8723193396,0.2073862306,0.2058312686
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (uG) vs GroundControl (1G)",Fasl,FASLG,-0.1950459139,,0.8735450948,#NUM!,#DIV/0!
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) GroundControl vs (Age 12wk) GroundControl,Fasl,FASLG,-0.1947680157,0.9562418666,0.8737133771,0.01943224577,0.1320655656
"OSD-248: RR-6, lung",lung,lung,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Cdon,CDON,-0.1941712756,1,0.8740748448,0,0.1259251552
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs GroundControl 25d, C57BL/6J",Fasl,FASLG,-0.1933067841,1,0.8745987647,0,0.1254012353
"OSD-246: RR-6, spleen",spleen,spleen,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Robo1,ROBO1,-0.1932266469,0.594902551,0.8746473473,0.2255541688,0.2107112374
"OSD-194: RR-3, retina",eye,retina,Spaceflight vs GroundControl,Adamts15,ADAMTS15,-0.1929207701,0.8432583443,0.8748328076,0.07403935266,0.1484327943
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) VivariumControl vs (Age 12wk) VivariumControl,Robo1,ROBO1,-0.1926704979,0.9999565331,0.8749845828,0.0000188778527,0.1250208514
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnEarth) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Robo1,ROBO1,-0.1911487815,1,0.8759079802,0,0.1240920198
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs Spaceflight (EuthanasiaOnEarth) (Age 12wk),Cdon,CDON,-0.1907994596,1,0.8761200908,0,0.1238799092
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs Spaceflight_C1,Cdon,CDON,-0.1903821711,0.8128167068,0.8763735385,0.09000737841,0.1520963588
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnEarth) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Adamts15,ADAMTS15,-0.1903294189,1,0.8764055837,0,0.1235944163
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) VivariumControl vs (Age 32wk) GroundControl,Robo1,ROBO1,-0.1827788178,0.6066988591,0.8810044322,0.2170268218,0.1961361325
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnISS) (Age 29wk),Cdon,CDON,-0.1813520532,0.7161316296,0.8818761394,0.1450071442,0.1649471351
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Cdon,CDON,-0.1805672704,0.7027692925,0.882355984,0.1531872232,0.167400621
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 32wk) VivariumControl,Bcan,BCAN,-0.1791701822,0.9209102226,0.8832108606,0.0357827061,0.1268192453
"OSD-401: RR-5, muscle, quadriceps femoris",muscle,"muscle, quadriceps femoris",Spaceflight vs GroundControl,Robo1,ROBO1,-0.1785031493,0.8892336183,0.8836193093,0.05098412673,0.13087752
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs VivariumControl 75d, C57BL/6J",Fasl,FASLG,-0.177145256,1,0.8844513809,0,0.1155486191
"OSD-379: RR-8, liver",liver,liver,Spaceflight 40d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Robo1,ROBO1,-0.176246194,0.5139753944,0.8850027272,0.2890576715,0.2237408134
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 12wk) Spaceflight vs (Age 12wk) GroundControl,Robo1,ROBO1,-0.1749781499,0.7003250406,0.8857809345,0.1547003449,0.1630943618
"OSD-580: RR-17, heart",heart,heart,BasalControl (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Robo1,ROBO1,-0.1747646277,0.8530798299,0.8859120418,0.0690103263,0.1337365557
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Robo1,ROBO1,-0.1739489118,1,0.886413088,0,0.113586912
"OSD-247: RR-6, colon",colon,colon,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Adamts15,ADAMTS15,-0.1738883754,0.8570459226,0.8864502832,0.06699590691,0.1324896529
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs VivariumControl 75d, C3H/HeJ",Fasl,FASLG,-0.1738106738,1,0.8864980275,0,0.1135019725
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Adamts15,ADAMTS15,-0.1734981325,0.7761325943,0.8866900967,0.1100640776,0.145992971
"OSD-253: RR-7, kidney",kidney,kidney,"GroundControl 75d vs GroundControl 25d, C57BL/6J",Adamts15,ADAMTS15,-0.1701705122,1,0.888737635,0,0.111262365
"OSD-162: RR-3, eye",eye,eye,Spaceflight vs BasalControl,Bcan,BCAN,-0.1694836667,0.8287061747,0.8891608504,0.08159942519,0.1337496364
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (1G centrifugation) vs Spaceflight (uG),Cdon,CDON,-0.1688767039,0.798033257,0.889535012,0.09797900964,0.1384215345
"OSD-98: RR-1, adrenal gland",gland,adrenal gland,Spaceflight vs GroundControl,Bcan,BCAN,-0.1659787646,0.9331654412,0.8913236154,0.03004135321,0.1164599328
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow+FOS) vs GroundControl (1G) (chow+FOS),Adamts15,ADAMTS15,-0.1640080696,0.9678800253,0.8925419791,0.01417847284,0.1110241126
"OSD-379: RR-8, liver",liver,liver,Spaceflight 23d (FrozenCarcass on ISS) vs VivariumControl 23d (FrozenCarcass on ISS),Fasl,FASLG,-0.1633526262,0.8720540275,0.8929475698,0.0594566078,0.1227589425
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk),Cdon,CDON,-0.1630930521,1,0.8931082461,0,0.1068917539
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) VivariumControl vs (Age 32wk) GroundControl,Fasl,FASLG,-0.1616910639,0.8877940076,0.8939765764,0.05168779069,0.1194234504
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs Spaceflight 25d, C3H/HeJ",Adamts15,ADAMTS15,-0.1609827227,1,0.894415613,0,0.105584387
"OSD-247: RR-6, colon",colon,colon,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Cdon,CDON,-0.1608382544,0.8455599476,0.8945051822,0.07285559681,0.1247632626
"OSD-105: RR-1, muscle, tibialis anterior",muscle,"muscle, tibialis anterior",Spaceflight vs GroundControl,Robo1,ROBO1,-0.1605032726,0.6416803348,0.8947129031,0.1926812701,0.1640802924
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (1G centrifugation) vs Spaceflight (uG)",Fasl,FASLG,-0.1603626481,,0.8948001181,#NUM!,#DIV/0!
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs CC_C2,Fasl,FASLG,-0.1597130576,,0.8952031032,#NUM!,#DIV/0!
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","GroundControl 75d vs GroundControl 25d, C3H/HeJ",Bcan,BCAN,-0.159115173,1,0.8955741719,0,0.1044258281
"OSD-379: RR-8, liver",liver,liver,Spaceflight 40d (FreshDissection on Earth) vs GroundControl 40d (FreshDissection on Earth),Adamts15,ADAMTS15,-0.1526613399,0.838815738,0.8995894582,0.07633342981,0.1197051239
"OSD-243: RR-6, skin, dorsal",skin,"skin, dorsal",Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Cdon,CDON,-0.1516216839,0.6595541501,0.9002379671,0.1807495426,0.1512567738
"OSD-457: JAXA, spleen",spleen,spleen,Nrf2KO GroundControl vs Wildtype GroundControl,Bcan,BCAN,-0.1510922522,1,0.9005683917,0,0.09943160826
"OSD-168: RR-1/3, liver",liver,liver,"RR1, GroundControl vs BasalControl",Adamts15,ADAMTS15,-0.1482466991,0.8213956297,0.9023464141,0.08544761217,0.118887394
"OSD-352: RR-3, brain",brain,brain,Spaceflight vs GroundControl,Adamts15,ADAMTS15,-0.1469566953,0.9999854557,0.9031536193,0.00000631654848,0.09684778927
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) VivariumControl vs (Age 12wk) VivariumControl,Adamts15,ADAMTS15,-0.1460537216,0.9999565331,0.9037190744,0.0000188778527,0.09628511086
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs Spaceflight (EuthanasiaOnEarth) (Age 12wk),Fasl,FASLG,-0.1457486647,1,0.9039101854,0,0.09608981464
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Adamts15,ADAMTS15,-0.1454718618,0.8242949402,0.9040836309,0.08391736601,0.1163617104
"OSD-162: RR-3, eye",eye,eye,Spaceflight vs GroundControl,Adamts15,ADAMTS15,-0.1454261391,0.9981057346,0.904112284,0.0008234491598,0.09606969745
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs VivariumControl 25d, C57BL/6J",Adamts15,ADAMTS15,-0.1443066909,1,0.9048140953,0,0.09518590467
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (1G centrifugation) vs GroundControl (1G),Fasl,FASLG,-0.1416675145,0.9552416663,0.9064708207,0.01988674249,0.09791153651
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 25d vs GroundControl 25d, C57BL/6J",Adamts15,ADAMTS15,-0.1405329179,1,0.9071839882,0,0.09281601175
"OSD-168: RR-1/3, liver",liver,liver,"RR3, Spaceflight vs GroundControl",Cdon,CDON,-0.1401481988,1,0.9074259365,0,0.09257406352
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Fasl,FASLG,-0.1391297703,0.9254398933,0.9080667335,0.03365178314,0.09934007294
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs VivariumControl 75d, C3H/HeJ",Cdon,CDON,-0.1364139157,1,0.9097777673,0,0.09022223269
"OSD-253: RR-7, kidney",kidney,kidney,"GroundControl 75d vs GroundControl 25d, C3H/HeJ",Fasl,FASLG,-0.1354884835,1,0.9103615412,0,0.08963845878
"OSD-457: JAXA, liver",liver,liver,Nrf2KO Spaceflight vs Wildtype Spaceflight,Cdon,CDON,-0.1335553697,1,0.9115821817,0,0.08841781827
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (uG) (chow),Cdon,CDON,-0.132085401,1,0.9125114704,0,0.08748852956
"OSD-247: RR-6, colon",colon,colon,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Cdon,CDON,-0.1299730424,0.9706855288,0.9138485259,0.0129214449,0.0887532281
"OSD-247: RR-6, colon",colon,colon,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Robo1,ROBO1,-0.1298796236,0.8704886132,0.9139077022,0.06023690548,0.0989011189
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (1G centrifugation) vs GroundControl (1G)",Cdon,CDON,-0.1280485273,0.7444995329,0.9150683879,0.1281355704,0.1140787984
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO Spaceflight vs Wildtype Spaceflight,Adamts15,ADAMTS15,-0.1274239402,1,0.9154646349,0,0.08453536513
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) GroundControl vs (Age 12wk) GroundControl,Cdon,CDON,-0.1266413836,0.8421341586,0.9159613423,0.07461871646,0.09979248186
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Cdon,CDON,-0.125438285,0.8387479251,0.9167255033,0.07636854117,0.0992842953
"OSD-326: RR-4, muscle, quadriceps femoris",muscle,"muscle, quadriceps femoris",Spaceflight vs GroundControl,Adamts15,ADAMTS15,-0.1240964648,0.9615243428,0.917578527,0.01703971629,0.08571959057
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs CC_C2,Cdon,CDON,-0.1240505719,0.9368632082,0.9176077162,0.02832381601,0.08794483882
"OSD-247: RR-6, colon",colon,colon,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Cdon,CDON,-0.1236695212,0.8686029956,0.9178501105,0.0611786772,0.09457702756
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Bcan,BCAN,-0.123470763,0.9400095264,0.9179765703,0.02686774507,0.08725808348
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Fasl,FASLG,-0.1225826947,0.9087460714,0.9185418158,0.04155745362,0.08963800426
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",VivariumControl (1G) (chow) vs GroundControl (1G) (chow),Adamts15,ADAMTS15,-0.1221865284,0.9363979526,0.9187940834,0.02853954453,0.08672158711
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs VivariumControl 25d, C57BL/6J",Robo1,ROBO1,-0.1219889105,1,0.9189199469,0,0.08108005311
"OSD-47: RR-1, liver",liver,liver,Spaceflight vs GroundControl,Adamts15,ADAMTS15,-0.120318755,1,0.919984363,0,0.08001563696
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow+FOS) vs GroundControl (1G) (chow+FOS),Robo1,ROBO1,-0.1199451726,0.9744292336,0.9202226216,0.01124969536,0.08187087956
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs VivariumControl 25d, C3H/HeJ",Cdon,CDON,-0.1192422631,1,0.9206710815,0,0.07932891852
"OSD-457: JAXA, cerebrum",brain,cerebrum,Wildtype Spaceflight vs Wildtype GroundControl,Cdon,CDON,-0.1188624176,1,0.9209135158,0,0.07908648417
"OSD-255: RR-9, retina",eye,retina,Spaceflight vs GroundControl,Cdon,CDON,-0.1180381243,0.737214384,0.9214398362,0.1324061997,0.1065635255
"OSD-164: RR-1, spleen",spleen,spleen,Spaceflight vs GroundControl,Bcan,BCAN,-0.1161479924,1,0.9226478421,0,0.07735215787
"OSD-242: RR-9, liver",liver,liver,GroundControl_C2 vs BasalControl_C1,Adamts15,ADAMTS15,-0.1151376664,0.9728760146,0.9232942029,0.01194250362,0.07884437063
"OSD-161: RR-3, adrenal gland",gland,adrenal gland,Spaceflight vs BasalControl,Adamts15,ADAMTS15,-0.1151120515,0.7674616705,0.9233105961,0.1149433054,0.09992603779
"OSD-47: RR-1, liver",liver,liver,Spaceflight vs GroundControl,Robo1,ROBO1,-0.114144759,1,0.9239298613,0,0.0760701387
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow+FOS) vs VivariumControl (1G) (chow),Bcan,BCAN,-0.1136099286,0.9640461431,0.9242724406,0.01590217851,0.07855179961
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",VivariumControl (1G) (chow+FOS) vs GroundControl (1G) (chow+FOS),Cdon,CDON,-0.1121576952,1,0.9252032922,0,0.07479670777
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs VivariumControl 25d, C3H/HeJ",Cdon,CDON,-0.1121426241,1,0.9252129574,0,0.07478704258
"OSD-513: RR-23, kidney",kidney,kidney,VivariumControl vs GroundControl,Adamts15,ADAMTS15,-0.1108677026,0.7374618373,0.9260309371,0.1322604489,0.1003022246
"OSD-379: RR-8, liver",liver,liver,VivariumControl 23d (FrozenCarcass on ISS) vs GroundControl 23d (FrozenCarcass on ISS),Adamts15,ADAMTS15,-0.1084839303,0.8767123577,0.9275622875,0.05714287178,0.08262426308
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow) vs Spaceflight (1G centrifugation) (chow),Robo1,ROBO1,-0.1065434173,0.9905330246,0.9288107549,0.004131040411,0.07186963315
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Nrf2KO GroundControl vs Wildtype GroundControl,Cdon,CDON,-0.1059682678,1,0.9291811114,0,0.07081888857
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow+FOS),Robo1,ROBO1,-0.1052127305,1,0.9296678497,0,0.07033215035
"OSD-457: JAXA, cerebrum",brain,cerebrum,Wildtype Spaceflight vs Wildtype GroundControl,Robo1,ROBO1,-0.1049807935,1,0.9298173211,0,0.07018267889
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Robo1,ROBO1,-0.09893033927,1,0.9337250289,0,0.06627497113
"OSD-247: RR-6, colon",colon,colon,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Robo1,ROBO1,-0.09840894386,0.9140186475,0.9340625416,0.03904494384,0.07214016759
"OSD-379: RR-8, liver",liver,liver,Spaceflight 40d (FreshDissection on Earth) vs GroundControl 40d (FreshDissection on Earth),Fasl,FASLG,-0.09687383088,0.961295277,0.9350569684,0.01714319145,0.06755783902
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnISS) (Age 29wk),Cdon,CDON,-0.09253026142,0.9111758736,0.9378764174,0.04039778814,0.06817957366
"OSD-161: RR-3, adrenal gland",gland,adrenal gland,Spaceflight vs BasalControl,Robo1,ROBO1,-0.09250217406,0.4639767292,0.9378946768,0.333503801,0.1338543925
"OSD-580: RR-17, heart",heart,heart,BasalControl (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Cdon,CDON,-0.09249255486,0.8601789695,0.9379009303,0.06541117973,0.07219319694
"OSD-137: RR-3, liver",liver,liver,Spaceflight vs BasalControl,Cdon,CDON,-0.09247337159,0.852111093,0.9379134014,0.0695037809,0.072862094
"OSD-246: RR-6, spleen",spleen,spleen,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Cdon,CDON,-0.09176856536,0.8411499989,0.9383717164,0.0751265513,0.07326669879
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Robo1,ROBO1,-0.0910754608,0.9783831561,0.9388226405,0.009491032739,0.06252904
"OSD-168: RR-1/3, liver",liver,liver,"RR1, VivariumControl vs BasalControl",Robo1,ROBO1,-0.09076015518,0.8832564258,0.9390278456,0.05391319435,0.06903109063
"OSD-457: JAXA, thymus",thymus,thymus,Wildtype Spaceflight vs Wildtype GroundControl,Cdon,CDON,-0.0891416051,0.9344883309,0.940081926,0.02942611734,0.06411858989
"OSD-137: RR-3, liver",liver,liver,Spaceflight vs GroundControl,Robo1,ROBO1,-0.08875565793,1,0.9403334486,0,0.05966655138
"OSD-248: RR-6, lung",lung,lung,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Robo1,ROBO1,-0.08842990634,0.9774967891,0.940545794,0.009884660511,0.06082291688
